Date,IBM,SPX
2023-01-17,-0.004809516364269496,-0.002032555430996314
2023-01-18,-0.03347659680777913,-0.015684966977744675
2023-01-19,0.0014946565323050885,-0.007667671901812428
2023-01-20,0.004115959664090923,0.01874167355235196
2023-01-23,0.004663227211684195,0.011811315951328555
2023-01-24,-0.0026114926762870355,-0.0007117563642918193
2023-01-25,-0.005172536495778925,-0.00018174157346566321
2023-01-26,-0.04586395013611791,0.010947708029114303
2023-01-27,-0.0004465076084170643,0.002491734021703855
2023-01-30,0.006748683069177731,-0.013053569315292663
2023-01-31,-0.004221905618911122,0.014536304416419527
2023-02-01,0.002668307553374623,0.01039805629688473
2023-02-02,0.009577401218960876,0.014592384626854377
2023-02-03,0.00402443779023288,-0.010408592637285455
2023-02-06,-0.005565235354117345,-0.006159393193939262
2023-02-07,-0.0024999644550297135,0.012790364037397075
2023-02-08,0.0010300326229612765,-0.011142573012411353
2023-02-09,-0.004327110989224548,-0.008869009831037385
2023-02-10,0.013737141968358976,0.0021928557092171274
2023-02-13,0.012823010148539864,0.011383569951155146
2023-02-14,-0.009804082731976391,-0.0002804538554937624
2023-02-15,0.0028633737452007334,0.002769337533076689
2023-02-16,-0.010317033003807416,-0.013884689204881605
2023-02-17,0.00014817282658932725,-0.0027712421722827342
2023-02-21,-0.0248202663126949,-0.020244783973471698
2023-02-22,-0.005634257413520374,-0.0015747954856433837
2023-02-23,-0.0013753797158977607,0.005315278263237728
2023-02-24,-0.0016835210928553097,-0.010593464619774184
2023-02-27,-0.0006129045916067469,0.0030682925395522777
2023-02-28,-0.009161215830660397,-0.0030406198309477117
2023-03-01,-0.00862176416509565,-0.004736464203492832
2023-03-02,0.005756159492344462,0.0075535937311959735
2023-03-03,0.005491614576312534,0.01601874917648306
2023-03-06,0.004233623710288056,0.0006869307788483012
2023-03-07,-0.015013405067574603,-0.015445590479262547
2023-03-08,-0.001560718743351871,0.0014137941356032722
2023-03-09,-0.014869841513014712,-0.018631857945482354
2023-03-10,-0.005643724179386113,-0.01458396943606664
2023-03-13,0.0010356806234196867,-0.001510901840738768
2023-03-14,-0.00743300115184901,0.016342388235363665
2023-03-15,-0.011051665109509359,-0.007005363929353597
2023-03-16,0.011452568226026066,0.017409576249031722
2023-03-17,-0.008132512394621696,-0.011080621273953702
2023-03-20,0.018027161260722718,0.008878869635940853
2023-03-21,0.00499001363053461,0.012898647518559103
2023-03-22,-0.020110811703875957,-0.016600248639842885
2023-03-23,-0.005496703054003764,0.0029800838691824228
2023-03-24,0.015443142551301468,0.005623963084303207
2023-03-27,0.03158144060105196,0.0016455995637670831
2023-03-28,0.00023206203345294015,-0.0015750832883878866
2023-03-29,0.002856598812536391,0.014136870775046802
2023-03-30,-0.003784909940419555,0.005698999199482652
2023-03-31,0.014367668921418716,0.014333327782036555
2023-04-03,0.007372335208111073,0.003692022565802823
2023-04-04,-0.003489164614454409,-0.005813839745162528
2023-04-05,0.004094657584549525,-0.002495481657121423
2023-04-06,-0.012488607816576357,0.0035727731328032467
2023-04-10,0.004053184699808437,0.0009958070170100843
2023-04-11,-0.004666418133685443,-4.135333298352082e-05
2023-04-12,-0.014519858719483482,-0.0041434563234613855
2023-04-13,-0.004991386173936692,0.013175510497831548
2023-04-14,0.0018746988318940972,-0.0020715175845779886
2023-04-17,-0.0025004679720517418,0.0033007035826147536
2023-04-18,-0.00031286695708054234,0.0008548548034659753
2023-04-19,-0.011491715926711535,-8.426554793962826e-05
2023-04-20,0.0003166821428986981,-0.00597033518831113
2023-04-21,-0.0049983937691927514,0.0009027812573008861
2023-04-24,-0.002628051653476483,0.0008512167782723126
2023-04-25,0.003899983115266857,-0.01593718381857645
2023-04-26,-0.00031779781946310196,-0.0038485835033448754
2023-04-27,0.00885998627647748,0.019377193402696356
2023-04-28,-0.004420180750730669,0.008219331313243467
2023-05-01,-0.0025346651573765248,-0.0003861810485107871
2023-05-02,-0.007403026125699338,-0.011653906680571788
2023-05-03,-0.013756663873833109,-0.007022908054892971
2023-05-04,-0.007154000974674397,-0.007244913455062742
2023-05-05,0.008772760200735237,0.018306166381879797
2023-05-08,-0.002023790655257565,0.0004520264848820656
2023-05-09,-0.004693276522538338,-0.004589938949059595
2023-05-10,0.0069904130967162045,0.004473942241914432
2023-05-11,-0.009221201444824571,-0.0016980648897067581
2023-05-12,0.015919051915121548,-0.0015845615894390477
2023-05-15,0.0042240569930190874,0.002953797680316935
2023-05-16,0.0008104217883425192,-0.006398107681917463
2023-05-17,0.018060473410280217,0.011820688622071574
2023-05-18,0.003494014694092277,0.009400723063727155
2023-05-19,0.008760518256561808,-0.0014469138806754414
2023-05-22,0.0018841067313335245,0.00015502267980239146
2023-05-23,0.005319148188444574,-0.011285468768284297
2023-05-24,-0.019696441794798264,-0.007345512678305211
2023-05-25,0.00855651502648617,0.008719456079011883
2023-05-26,0.016663760762623218,0.012964680931640788
2023-05-30,0.004567079774303612,1.660313066576836e-05
2023-05-31,-0.006897430815059318,-0.006127358186214099
2023-06-01,0.009520030564027912,0.009806215085853812
2023-06-02,0.01982964382301984,0.014429812390107408
2023-06-05,0.001660161484908364,-0.002005591490657713
2023-06-06,0.00037662980927646075,0.002351130233850576
2023-06-07,0.012656115866688184,-0.0038192939264206165
2023-06-08,0.00022338995364636958,0.00616957160752325
2023-06-09,0.0065997517327232354,0.0011474010230505239
2023-06-12,0.008243576040453835,0.00927797498175416
2023-06-13,0.008612764018748125,0.006908570725908898
2023-06-14,-0.0029113198881523536,0.0008190899801265841
2023-06-15,0.008708175505989221,0.012104580493589997
2023-06-16,-0.006669561100763935,-0.0036783764677510893
2023-06-20,-0.011117527967008763,-0.004746353835236048
2023-06-21,-0.016837005451123484,-0.005259086366925201
2023-06-22,-0.01902954121180475,0.0037039303873345254
2023-06-23,-0.013354077519381776,-0.007688288056502158
2023-06-26,0.014649120983835058,-0.004496934363132171
2023-06-27,0.007584991457933978,0.01139073352418076
2023-06-28,-0.004392162671997084,-0.0003541393883898215
2023-06-29,0.017305263621603735,0.00446356811449
2023-06-30,-0.001866469994783276,0.012194350261885797
2023-07-03,-0.001046806470837991,0.0011699930926736418
2023-07-05,0.004255260345974863,-0.0019702580976127164
2023-07-06,-0.0156159095287317,-0.007954061175894762
2023-07-07,-0.0006056082901702877,-0.002869212795733482
2023-07-10,0.006189089564606239,0.002402138610626312
2023-07-11,0.01152102835302749,0.006719583998254874
2023-07-12,-0.011972748880505129,0.007383905235389679
2023-07-13,0.008097435353186255,0.008434482989627111
2023-07-14,-0.003890452214746043,-0.001024932196907484
2023-07-17,0.006277165643333259,0.0038479695744204137
2023-07-18,0.008308584255149897,0.007092066941428338
2023-07-19,0.000885938893984339,0.002355134827233639
2023-07-20,0.021179645091913408,-0.006779827396257691
2023-07-21,0.004038538533809626,0.0003240420146130911
2023-07-24,0.004309246200349753,0.004026038496874852
2023-07-25,0.005645556223535905,0.0028107195758387046
2023-07-26,0.005259676742882365,-0.00015545097867591856
2023-07-27,0.013378267002978743,-0.006445393055197076
2023-07-28,0.0033516886775190463,0.009829375810433848
2023-07-31,0.005075841185836127,0.0014676354365687912
2023-08-01,-0.005912652894305396,-0.0026686453076827116
2023-08-02,0.005843374987566053,-0.013936200638336184
2023-08-03,0.0019404964390570367,-0.0025512254502915274
2023-08-04,-0.0014548466554838999,-0.0053141693739379705
2023-08-07,0.0133600828687721,0.008983618964856572
2023-08-08,-0.001848711697194623,-0.004227205100058866
2023-08-09,-0.012276137551215392,-0.007063619102045116
2023-08-10,0.005319596291153226,0.00025068252108086326
2023-08-11,-0.0009079783112260448,-0.0010702648992294865
2023-08-14,-0.0084905314277603,0.005734004879419051
2023-08-15,-0.00028183886286670183,-0.011618139396096483
2023-08-16,-0.008707707662958199,-0.007584081792624527
2023-08-17,0.00014227841647588058,-0.0077428113775290805
2023-08-18,0.005317516207161143,-0.00014871788395720285
2023-08-21,0.0061336367115592625,0.006855634859799785
2023-08-22,-0.005567857632669402,-0.0027813310465456837
2023-08-23,0.01347862620714168,0.010984330710791359
2023-08-24,0.0009758476220675518,-0.01354935398400801
2023-08-25,0.012461205933502542,0.006695501060295156
2023-08-28,0.004599129198096635,0.006245078594196461
2023-08-29,0.0029403643840204287,0.014404068712056505
2023-08-30,0.002795602789652253,0.003825854181192944
2023-08-31,-0.00020430240378828437,-0.0015982129743398576
2023-09-01,0.007531084379976054,0.001797512765518541
2023-09-05,0.0012837727524438992,-0.004202997821381205
2023-09-06,-0.0004727188799662274,-0.006996014491432261
2023-09-07,-0.003653821991746738,-0.003216433115732967
2023-09-08,0.001083965289450524,0.0014256060622570594
